id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20181027-1,Azure,2018-10-27,Virtual Machines/VM Scale Sets - West US 2,467,Virtual machines,availability; performance,unknown,,False,perform a change to the backend service,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 02:50 and 10:37 UTC on 27 Oct 2018, a subset of customers using Virtual Machines and/or Virtual Machine Scale Sets in West US 2 may have received failure notifications when performing service management operations - such as create, update, delete - for resources hosted in this region."
azure-20181102-1,Azure,2018-11-02,Azure Portal Timeouts and Latency,76,Azure Portal,availability,internal causes; internal causes,software bugs; software bugs,False,change configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 23:05 UTC on 02 Nov 2018 and 00:21 UTC on 03 Nov 2018, some customers may have experienced high latency or timeouts when viewing resources or loading blades through the Azure Portal (https://portal.azure.com)."
google-GCE-#18012,Google,2018-11-05,Google Compute Engine Incident #18012,300,Google Cloud Engine; Google Kubernetes Engine; Google Cloud SQL; Google Cloud Dataproc; Google Cloud Shell; Google Cloud Console,performance,internal causes; internal causes,software bugs; software bugs,False,fix bug,https://status.cloud.google.com/incident/compute/18012.pdf,"On Wednesday 5 November 2018, Google Compute Engine (GCE) experienced new instance creation failures or elevated instance creation latency in us-central1-a for a duration of 5 hours."
azure-20181109-1,Azure,2018-11-09,App Service and Azure Functions,882,App services,availability,internal causes,software bugs,False,deploy a platform hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 22:48 UTC on 08 Nov 2018 and 13:30 UTC on 09 Nov 2018, a subset of customers using App Services may have experienced errors when accessing the Azure Functions blade, or experienced issues when accessing App settings in the Azure portal (https://portal.azure.com)"
azure-20181111-1,Azure,2018-11-11,Storage - West US,607,Storage; internet service provider,availability; performance,external causes,third-party failures,False,correct route configuration; remove incorrect route advertisement,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 07:12 and 17:19 UTC on 11 Nov 2018, you were identified as a customer using Storage in West US who may have experienced difficulties reading from a subset of blob storage accounts hosted in this region."
azure-20181113-1,Azure,2018-11-13,App Service and Function Apps,75,App Service,availability; performance,unknown,,False,perform a hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 11:10 and 12:25 UTC on 13 Nov 2018, you were identified as a customer using App Service and/or Function Apps who may have received intermittent HTTP 500-level response codes, have experienced timeouts or high latency when accessing App Service (Web, Mobile and API Apps) deployments hosted in these regions. Impacted customers may have also seen issues with their Azure App Service Scaling settings."
azure-20181114-1,Azure,2018-11-14,Azure DevTest Labs - Mitigated,119,Azure DevTest Labs,availability,internal causes,software bugs,False,roll back deployment,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 20:29 and 22:28 UTC on 14 Nov 2018, a subset of customers using Azure DevTest Labs may have received failure notifications when attempting to access their Labs via the Azure Portal."
azure-20181119-1,Azure,2018-11-19,RCA - Multi-Factor Authentication,839,Multi-Factor Authentication (MFA); Azure Active Directory; Office 365; Azure; Dynamics,availability,internal causes; internal causes; external causes,software bugs; software bugs; excessive flow,False,deploy a change; roll back deployment; add capacity; increase throttling limits; recycled MFA cache servers; apply a hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 04:39 UTC and 18:38 UTC on 19 November 2018, Microsoft Azure AD Multi-Factor Authentication (MFA) services experienced an outage. Users of Azure Active Directory authentication services - including users of Office 365, Azure, Dynamics and other services which use Azure Active Directory for authentication – were unable to log in if MFA was required as determined by their organization’s policy.  The event was mitigated on Monday, 19 November 2018 at 18:38 UTC. Furthermore, engineers kept t"
aws-9,AWS,2018-11-24,Summary of the Amazon EC2 DNS Resolution Issues in the Asia Pacific (Seoul) Region (AP-NORTHEAST-2),84,EC2 instances,availability,internal causes,software bugs,False,prevent other healthy hosts from being removed from service; restore capacity,https://aws.amazon.com/cn/message/74876/,"Between 8:19 AM and 9:43 AM KST, EC2 instances experienced DNS resolution issues in the AP-NORTHEAST-2 region. This was caused by a reduction in the number of healthy hosts that were part of the EC2 DNS resolver fleet, which provides a recursive DNS service to EC2 instances. Service was restored when the number of healthy hosts was restored to previous levels. EC2 network connectivity and DNS resolution outside of EC2 instances were not affected by this event."
azure-20181127-1,Azure,2018-11-27,RCA - Multi-Factor Authentication,199,Azure Multi-Factor Authentication (MFA),availability,internal causes; internal causes,software bugs; software bugs,True,recycle server; add capacity; drain traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"At 14:20 UTC on November 27th, the Azure Multi-Factor Authentication (MFA) service experienced an outage that impacted cloud-based MFA customers worldwide. Service was partially restored at 14:40 UTC and fully restored at 17:39 UTC. Login scenarios requiring MFA using SMS, voice, phone app, or OATH tokens-based logins were blocked during that time. Password-based and Windows Hello-based logins were not impacted, nor were valid unexpired MFA sessions. From 14:20 to 14:40 UTC, any user required to"
azure-20181128-1,Azure,2018-11-28,Storage - West US 2,490,Storage,availability,internal causes,software bugs,False,develop an update; remove nodes,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 04:20 and 12:30 UTC on 28 Nov 2018, a subset of Storage customers in West US 2 may have experienced difficulties connecting to resources hosted in this region. Customers using resources dependent on Storage may have also seen impact."
azure-20181129-1,Azure,2018-11-29,Azure Data Lake Store/Data Lake Analytics - North Europe,339,Azure Data Lake Store; Data Lake Analytics; Databricks; Data Catalog; HDInsight; Data Factory,availability,external causes,hardware failures,False,cancel maintenance,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 08:00 and 13:39 UTC on 29 Nov 2018, a subset of customers using Azure Data Lake Store and/or Data Lake Analytics may have experienced difficulties accessing resources hosted in this region. Data ingress or egress operations may have also timed-out or failed. Azure Data Lake Analytics customers may have experienced job failures. In addition, customers using other services with dependencies upon Azure Data Lake Store resources in this region such as Databricks, Data Catalog, HDInsight and "
azure-20181204-1,Azure,2018-12-04,RCA - Networking - South Central US,124,Azure datacenter,availability,internal causes,software bugs,False,remove devices; utilize alternate network devices,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 02:48 UTC and 04:52 UTC on 04 Dec 2018, a subset of customers in South Central US may have experienced degraded performance, network drops, or timeouts when accessing Azure resources hosted in this region. Applications and resources that retried connections or requests may have succeeded due to multiple redundant network devices and routes available within Azure datacenters."
azure-20181212-1,Azure,2018-12-12,Log Analytics - East US,470,Log Analytics,performance,internal causes,software bugs,False,reroute data traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 08:00 and 15:50 UTC on 12 Dec 2018, customers using Log Analytics in East US may have experienced delays in metrics data ingestion"
azure-20181212-2,Azure,2018-12-12,Azure Analysis Services - West Central US,720,Azure Analysis Services; back-end Service Fabric instance,availability,internal causes,software bugs,False,roll back deployment,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 21:55 UTC on 12 Dec 2018 and 09:55 UTC on 13 Dec 2018, a subset of customers using Azure Analysis Services in West Central US may have experienced issues accessing existing servers, provisioning new servers, resuming new servers, or performing SKU changes for active servers."
azure-20181214-1,Azure,2018-12-14,RCA - Networking - UK West,535,network circuit; Azure resources,availability; performance,external causes,hardware failures,False,redirect traffic; replace hardware,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 03:30 and 12:25 UTC on 14 Dec 2018, a subset of customers with resources in UK West may have intermittently experienced degraded performance, latency, network drops or time outs when accessing Azure resources hosted in this region. Customers with resources in UK West attempting to access resources outside of the region may have also experienced similar symptoms."
gcd-19001,Google,2018-12-19,Google Cloud Datastore Incident #19001,30240,Google Cloud Datastore,availability,unknown,,False,revert to an earlier rollout,https://status.cloud.google.com/incident/cloud-datastore/19001,Cloud Datastore experienced a low rate of errors associated with a small subset of high write-rate databases. We have separately notified the customers who may have been potentially impacted by these errors.
gcnet-18019,Google,2018-12-19,Google Cloud Networking Incident #18019,39,Google Cloud Networking; GCE; Monitoring; Cloud Console; GAE Admin API; Task Queues; Cloud Spanner; Cloud SQL; GKE; Cloud Bigtable; Redis,availability; performance,internal causes,software bugs,False,no operation,https://status.cloud.google.com/incident/cloud-networking/18019,"On Wednesday 19 December 2018 multiple GCP services in europe-west1-b experienced a disruption for a duration of 34 minutes. Several GCP services were impacted: GCE, Monitoring, Cloud Console, GAE Admin API, Task Queues, Cloud Spanner, Cloud SQL, GKE, Cloud Bigtable, and Redis. GCP services in all other zones remained unaffected.This service disruption was caused by an erroneous trigger leading to a switch re-installation during upgrades to two control plane network (CPN) switches impacting a po"
gcs-18005,Google,2018-12-21,Google Cloud Storage Incident #18005,221,Google Cloud Storage,availability,internal causes,software bugs,False,rollback new features,https://status.cloud.google.com/incident/storage/18005,"On Friday 21 December 2018, customers deploying App Engine apps, deploying in Cloud Functions, reading from Google Cloud Storage (GCS), or using Cloud Build experienced increased latency and elevated error rates ranging from 1.6% to 18% for a period of 3 hours, 41 minutes. We understand that these services are critical to our customers and sincerely apologize for the disruption caused by this incident; this is not the level of quality and reliability that we strive to offer you. We have several "
azure-20190104-1,Azure,2019-01-04,Log Analytics - East US,510,Log Analytics,availability; performance,external causes,insufficient resource,False,change configuration; scale database,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 09:30 and 18:00 UTC on 04 Jan 2019, a subset of customers using Log Analytics in East US may have received intermittent failure notifications and/or experienced latency when attempting to ingest and/or access data. Tiles and blades may have failed to load and display data. Customers may have experienced issues creating queries, log alerts, or metric alerts on logs. Additionally, customers may have experienced false positive alerts or missed alerts."
google-GAE-#19001,Google,2019-01-07,Google App Engine Incident #19001,220,Google App Engine; Google Cloud Functions,availability,internal causes,software bugs,False,roll out a fix,https://status.cloud.google.com/incident/appengine/19001,"On Wednesday 2 January, 2019, application creation in Google App Engine (App Engine), first-time deployment of Google Cloud Functions (Cloud Functions) per region, and project creation & API management in Cloud Console experienced elevated error rates ranging from 71% to 100% for a duration of 3 hours, 40 minutes starting at 14:40 PST. Workloads already running on App Engine and Cloud Functions, including deployment of new versions of applications and functions, as well as ongoing use of existin"
azure-20190108-1,Azure,2019-01-08,Azure DevTest Labs - Virtual Machine Error Message,1942,Azure DevTest Labs,availability,internal causes,software bugs,False,deploy a platform hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.4-1.10.pdf,"Between 16:30 UTC on 08 Jan 2019 and 00:52 UTC on 10 Jan 2019, a subset of customers using Azure DevTest Labs may have experienced issues creating Virtual Machines from Formulas in lab. Impacted customers may have also experienced incorrect error messages when connecting to Virtual Machines."
azure-20190110-1,Azure,2019-01-10,RCA - Storage and Dependent Services - UK South,971,RCA - Storage and Dependent Services,availability,external causes; internal causes,hardware failures; software bugs,False,shift load; Removing the faulty hardware node; Performing a configuration change; Reducing internal background processes; Throttling and offloading traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 13:19 UTC on 10 Jan 2019 and approximately 05:30 UTC on 11 Jan 2019, a subset of customers leveraging Storage in UK South may have experienced intermittent service availability issues. Other resources with dependencies on the affected Storage scale unit may have also experienced impact related to this event."
azure-20200122-1,Azure,2019-01-22,"Service Management Failures for Application Gateway, Azure Bastion, and Azure Firewall (Tracking ID HT3R-990)",1141,Application Gateway/WAF V2 SKU; Azure Firewall; Azure Bastion services,availability,internal causes,software bugs,False,deploy a platform hotfix,https://status.azure.com/en-us/status/history/,"Between 05:55 UTC on 22 Jan and 00:56 UTC on 23 Jan 2020, a subset of customers using Application Gateway/WAF V2 SKU, Azure Firewall, and Azure Bastion services may have received failure notifications when performing service management operations—such as create/scale, update, and delete."
azure-20190129-1,Azure,2019-01-29,RCA - Network Infrastructure Event,190,Microsoft Cloud and Azure services,availability,external causes,third-party failures,False,switch DNS services; address the data corruption issue; restore all SQL database,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 21:00 UTC on 29 Jan 2019 and 00:10 UTC on 30 Jan 2019, customers may have experienced issues accessing Microsoft Cloud resources, as well as intermittent authentication issues across multiple Azure services affecting the Azure Cloud, US Government Cloud, and German Cloud. This issue was mitigated for the Azure Cloud at 23:05 UTC on 29 Jan 2019. Residual impact to the Azure Government Cloud was mitigated at 00:00 UTC on 30 Jan 2019 and to the German Cloud at 00:10 UTC on 30 Jan 2019."
azure-20190130-1,Azure,2019-01-30,RCA - Intermittent Network Related Timeouts - West US,160,Azure resources,availability,external causes; internal causes; internal causes,hardware failures; software bugs; software bugs,False,removed service; ceased updating devices,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 00:53 UTC and 03:33 UTC on 30 Jan 2019, a subset of customers in West US may have experienced degraded performance, network drops or time outs when accessing Azure resources hosted in this region. Applications and resources that retried connections or requests may have succeeded due to multiple redundant network devices and routes available within Azure data centers."
azure-20190208-1,Azure,2019-02-08,RCA - Azure IoT Hub,356,Azure IoT Hub,performance; availability,internal causes,software bugs,False,increase the connection pool size; scale up the SQL Azure DB and the DTUs,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 08:16 and 14:12 UTC on 08 Feb 2019, a subset of customers using Azure IoT Hub may have received failure notifications or high latency when performing service management operations via the Azure Portal or other programmatic methods."
azure-20190211-1,Azure,2019-02-11,RCA - Azure Kubernetes Service - East US,425,Azure Kubernetes Service,availability,internal causes,software bugs,False,remove the unhealthy resources; roll back backend data; restart reconciliation loop; restart resources,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 15:00 and 22:05 UTC on 11 Feb 2019, a subset of customers using Azure Kubernetes Service (AKS) in East US may have experienced the following symptoms: Intermittent failures with cluster service management operations - such as create, update, delete, and scaling. Issues performing workload management operations. Brief cluster downtime. During this time, cluster etcd state may have been rolled back and restored from the previous backup (AKS makes these backups automatically every 30 minute"
azure-20190218-1,Azure,2019-02-18,RCA - Erroneous Browser Warning - Azure Germany Portal,190,Azure Germany portal,security,external causes,third-party failures,True,addressed the erroneous classification,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 14:10 and 17:20 UTC on 18 Feb 2019, customers attempting to login to the Azure Germany portal (portal.microsoftazure.de via login.microsoftonline.de) may have received erroneous warnings stating Deceptive site ahead. This message was erroneous and the site and user credentials were fully secure. The URLs were accidentally marked as malicious in a high-usage URL reputation feed."
azure-20190220-1,Azure,2019-02-20,RCA - SQL Services - West Europe,455,SQL Services,availability,external causes; internal causes,insufficient resource; software bugs,False,offload a backlog of operation; remove rings using full capacity,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 09:40 UTC and 17:15 UTC on 20 Feb 2019 a subset of customers using SQL Services (inclusive of Azure DB for MariaDB, MySQL, and PostgreSQL, SQL DB, and SQL Data Warehouse) in West Europe experienced issues performing service management operations and/or experienced service availability issues following scaling operations. Symptoms may have included but were not limited to: • Service management operations returning failure notifications • Server and database create, drop & scale operations"
azure-20190222-1,Azure,2019-02-22,RCA - Virtual Machines (Classic),212,Virtual Machines,performance; availability,external causes,insufficient resource,False,scale out service,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,Between 7:18 UTC and 10:50 UTC on 22 Feb 2019 a subset of customers using Virtual Machines (Classic) or Cloud Services (Classic) may have experienced failures or high latency when attempting service management operations. Retries would have been successful for customers. Some customers may also have experienced downstream impact to API Management and Backup.
azure-20190227-1,Azure,2019-02-27,RCA - USGov Virginia - Service Availability,132,Azure resources,performance; availability,external causes,hardware failures,False,bring up the redundant power system; restore power; repair defective component; manually recover dependent services,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 07:38 and 09:50 EST on 27 Feb 2019, a subset of customers may have experienced degraded performance or timeouts while accessing Azure resources."
gcnet-19005,Google,2019-03-06,Google Cloud Networking Incident #19005,539,Google Cloud Router; Cloud Interconnect; Google CLoud VPN,availability,unknown,,False,fix bug,https://status.cloud.google.com/incident/cloud-networking/19005,"On Wednesday 6 March 2019, Google Cloud Router and Cloud Interconnect experienced a service disruption in the us-east4 region for a duration of 8 hours and 34 minutes. Cloud VPN configurations with dynamic routes via Cloud Router were impacted during this time. We apologize to our customers who were impacted by this outage."
google-BQ-11,Google,2019-03-08,Google BigQuery Incident #19002,45,Google BigQuery insert,availability,internal causes; internal causes,software bugs; software bugs,False,redirect traffic; fix bug; allocate additional capacity,https://status.cloud.google.com/incident/bigquery/19002,"On Friday 8 March 2019, Google BigQuery’s jobs.insert API in the US regions experienced an average elevated error rate of 51.21% for a duration of 45 minutes."
gcdc-19001,Google,2019-03-11,Google Cloud Console Incident #19001,321,Google Cloud Console,performance; availability,internal causes,software bugs,False,grant additional quota; roll back the change; fix the error in quota configuration; fix bug,https://status.cloud.google.com/incident/developers-console/19001,"On Monday, 11 March 2019, Google Cloud Console was unavailable for a duration of 3 hours and 54 minutes. Although, Google Cloud Platform resources remained unaffected, we understand that a majority of our customers rely on Cloud Console to manage their cloud resources and we sincerely apologize to everyone who was affected by the incident. The issue also affected Firebase console and IAM service account activations."
google-GAE-#19007,Google,2019-03-12,Google App Engine Incident #19007,250,Google Cloud Storage; Stackdriver Monitoring; Google App Engine,availability,internal causes; internal causes,software bugs; software bugs,True,roll back config; reduce traffic levels,https://status.cloud.google.com/incident/appengine/19007,"On Tuesday 12 March 2019, Google's internal blob storage service experienced a service disruption for a duration of 4 hours and 10 minutes."
gcs-19002,Google,2019-03-12,Google Cloud Storage Incident #19002,250,Google Cloud Storage,availability,internal causes,software bugs,True,stop configuration change; reduce traffic level to the blob service,https://status.cloud.google.com/incident/storage/19002,"On Tuesday 12 March 2019, Google's internal blob storage service experienced a service disruption for a duration of 4 hours and 10 minutes. We apologize to customers whose service or application was impacted by this incident. We know that our customers depend on Google Cloud Platform services and we are taking immediate steps to improve our availability and prevent outages of this type from recurring."
azure-20181024-1,Azure,2019-03-14,RCA - Networking in West US,12,Azure networking; data center,availability; performance,external causes,hardware failures,False,rebalance traffic; restore fiber,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.10.11-2019.1.4.pdf,"Between 22:40 UTC on 24 Oct 2018 and 00:03 UTC on 25 Oct 2018, a subset of customers may have experienced degraded network performance and/or difficulties connecting to resources in the West US region"
azure-20201021-1,Azure,2019-03-14,RCA - Service Management Errors - East US 2 (Tracking ID 4_69-3D8),809,Azure Databricks; Data Factory v2,availability; performance,external causes,insufficient resource,False,migrate cluster manager,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.09.25-12.pdf,"Summary of Impact: Between 10:08 and 23:37 UTC on 21 Oct 2019, a subset of customers in East US 2 may have received error notifications or experienced high latency when performing service management operations - such as create, update, or delete - for resources hosted in this region. Additionally, customers using Azure Databricks and/or Data Factory v2 may have encountered service management errors in multiple regions. A very limited subset of customers using Virtual Machines with SQL Server ima"
azure-20191025-1,Azure,2019-03-14,Azure Databricks and Data Factory v2 - Workspace and Data Flow Errors (Tracking ID KNQ8-BP0),220,Azure Databricks; Data Factory v2,availability,unknown,,False,redeploy the affected backend database,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.09.25-12.pdf,"Summary of impact: Between approximately 11:00 and 14:40 UTC on 25 Oct 2019, a subset of customers using Azure Databricks may have received 'No Web App available' error notifications when logging into a Databricks workspace. Related API calls may have also not returned a response. Additionally, a very limited subset of customers using Data Factory v2 may have received failure notifications for Data Flow jobs."
azure-20190327-1,Azure,2019-03-27,RCA - Service Management Failures - West Europe,1570,Service Management,performance; availability,external causes,excessive flow,False,stop the retries; deploy hotfix; block load; extend timeout,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between approximately 15:20 UTC on 27 Mar 2019 and 17:30 UTC on 28 Mar 2019, a subset of customers may have received failure notifications when performing service management operations such as create, update, deploy, scale, and delete for resources hosted in the West Europe region."
azure-20190328-1,Azure,2019-03-28,RCA - Data Lake Storage / Data Lake Analytics,313,Service Management,performance; availability,internal causes,software bugs,False,revert the bad syntax error; roll out a fix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 22:10 on 28 Mar 2019 and 03:23 UTC on 29 Mar 2019, a subset of customers using Data Lake Storage and/or Data Lake Analytics may have experienced impact in three regions: East US 2 experienced impact from 23:40 UTC on 28 Mar to 03:23 UTC on 29 Mar 2019. West Europe and Japan East experienced impact from 22:10 to 23:50 UTC on 28 Mar 2019. Impact symptoms would have been the same for all regions: Customers using Azure Data Lake Storage may have experienced difficulties accessing Data Lake S"
azure-20190329-1,Azure,2019-03-29,RCA - SQL Database,320,SQL Database,availability,internal causes; external causes,software bugs; third-party failures,False,fail over to other resources; reboot VM,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.1.10-03.29.pdf,"Between 16:45 and 22:05 UTC on 29 Mar 2019, a subset of customers may have experienced the following: Difficulties connecting to SQL Database resources in the East US, UK South, and West US 2 regions Difficulties connecting to Service Bus and Event Hubs resources in the East US and UK South regions Failures when attempting service management operations for App Service resources in the UK South and East US regions Failures when attempting service management operations for Azure IoT Hub resources"
gcnet-19007,Google,2019-04-04,Google Cloud Networking Incident #19007,70,Google Cloud Router; Cloud Interconnect; Cloud VPN,availability; performance,internal causes,software bugs,False,pause rollout; cancel task; restart leader task,https://status.cloud.google.com/incident/cloud-networking/19007,"On Thursday 4 April 2019, Cloud VPN configurations with dynamic routes via Cloud Router, Cloud Dedicated Interconnect attachments, and Cloud Partner Interconnect attachments in us-central1 experienced a service disruption for a duration of 70 minutes. We apologize to all our customers who were impacted by the incident."
azure-20190409-1,Azure,2019-04-09,Virtual Machines - North Central US,521,Virtual Machines,availability; consistency,internal causes; internal causes; internal causes,software bugs; software bugs; software bugs,False,self heal; manual recovery,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 21:39 on 9 Apr 2019 and 6:20 UTC on 10 Apr 2019, a subset of customers using Virtual Machines in North Central US may have experienced connection failures when trying to access some Virtual Machines hosted in the region. These Virtual Machines may have also restarted unexpectedly. Some residual impact was detected, impacting a small subset of recovered Virtual Machine connectivity with the underlying disk storage."
azure-20190412-1,Azure,2019-04-12,RCA - Cognitive Services,580,Cognitive Services; Azure resources,availability,internal causes,software bugs,False,rollback deployment,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 01:50 and 11:30 UTC on 12 Apr 2019 a subset of customers using Cognitive Services including Computer Vision, Face and Text Analytics in West Europe and/or West Central US may have experienced 500-level response codes, high latency and/or timeouts when connecting to resources hosted in this region."
azure-20190416-1,Azure,2019-04-16,RCA - Networking Degradation - Australia Southeast / Australia East,50,ExpressRoute; Internet Service Providers (ISPs); Internet Exchange (IX),availability,internal causes,software bugs,False,disable the incorrect ExpressRoute peering; bring down the peering with the IX,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 07:12 and 08:02 UTC on 16 Apr 2019, a subset of customers with resources in Australia Southeast / Australia East may have experienced difficulties connecting to Azure endpoints, which in-turn may have caused errors when accessing Microsoft Services in the impacted regions."
azure-20190419-1,Azure,2019-04-19,RCA - Availability degradation for Azure DevOps,710,Azure DevOps; Azure Front Door,availability,internal causes,software bugs,False,withdraw the invalid route,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 03:30 and 15:20 UTC, and then again between 17:00 and 17:32 UTC on the 19 Apr 2019, a subset of customers experienced issues connecting to Azure DevOps. These issues primarily affected customers physically located on the East Coast and those whose organizations are located on the East Coast."
azure-20190501-1,Azure,2019-05-01,Issue signing in to https://shell.azure.com,1760,website; azure portal,availability,internal causes,software bugs,False,roll out a new build,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 18:00 UTC on 30 Apr 2019 and 23:20 UTC on 01 May 2019, customers may have experienced issues signing in to https://shell.azure.com During this time, customers were able to access Cloud Shell through the Azure portal at https://portal.azure.com"
azure-20190502-1,Azure,2019-05-02,RCA - Azure Map,385,Azure Maps,availability,external causes,component removal,True,restore authentication application,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 04:35 and 11:00 UTC on 02 May 2019, a subset of customers using Azure Maps may have experienced 500 errors when attempting to make calls to Azure Maps Rest APIs."
azure-20190502-2,Azure,2019-05-02,RCA - Network Connectivity - DNS Resolution,186,Azure; Microsoft 365; Dynamics 365; Azure DevOps,availability,internal causes,software bugs,False,correct the delegation issue; verify all responses,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 19:29 and 22:35 UTC on 02 May 2019, customers may have experienced connectivity issues with Microsoft cloud services including Azure, Microsoft 365, Dynamics 365 and Azure DevOps. Most services were recovered by 21:40 UTC with the remaining recovered by 22:35 UTC."
gcdc-19003,Google,2019-05-02,https://status.cloud.google.com/incident/developers-console/19003,113,Google Cloud Console,availability,external causes,excessive flow,False,increase resources; identify the source of the extraneous traffic,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/google/meta_pdf/GCDC/Google%20Cloud%20Console%20Incident%20%2319003.pdf,"On Thursday 2 May 2019, Google Cloud Console experienced a 40% error rate for all pageviews over a duration of 1 hour and 53 minutes. To all customers a!ected by this Cloud Console service degradation, we apologize. We are taking immediate steps to improve the platform’s performance and availability."
